ID,Class
2998,6
2999,2
3000,1
3001,3
3002,8
3003,7
3004,3
3005,1
3006,0
3007,9
3008,3
3009,4
3010,1
3011,0
3012,4
3013,0
3014,3
3015,4
3016,8
3017,8
3018,0
3019,3
3020,1
3021,3
3022,3
3023,7
3024,8
3025,3
3026,3
3027,3
3028,4
3029,3
3030,9
3031,4
3032,3
3033,8
3034,8
3035,8
3036,9
3037,6
3038,0
3039,9
3040,1
3041,6
3042,0
3043,3
3044,0
3045,7
3046,8
3047,7
3048,9
3049,3
3050,8
3051,3
3052,7
3053,3
3054,2
3055,6
3056,3
3057,9
3058,4
3059,3
3060,8
3061,7
3062,3
3063,0
3064,7
3065,9
3066,6
3067,7
3068,8
3069,6
3070,1
3071,4
3072,1
3073,8
3074,6
3075,1
3076,2
3077,4
3078,6
3079,0
3080,6
3081,7
3082,6
3083,1
3084,8
3085,1
3086,9
3087,3
3088,0
3089,6
3090,0
3091,2
3092,3
3093,7
3094,4
3095,1
3096,3
3097,4
3098,8
3099,0
3100,8
3101,4
3102,1
3103,0
3104,6
3105,9
3106,9
3107,2
3108,4
3109,1
3110,6
3111,1
3112,7
3113,0
3114,7
3115,2
3116,1
3117,8
3118,9
3119,1
3120,6
3121,9
3122,0
3123,6
3124,6
3125,6
3126,0
3127,9
3128,9
3129,8
3130,1
3131,7
3132,4
3133,8
3134,4
3135,1
3136,8
3137,8
3138,9
3139,0
3140,0
3141,4
3142,0
3143,6
3144,0
3145,9
3146,8
3147,9
3148,8
3149,6
3150,0
3151,0
3152,2
3153,9
3154,9
3155,7
3156,3
3157,1
3158,0
3159,1
3160,6
3161,4
3162,0
3163,7
3164,7
3165,7
3166,1
3167,1
3168,8
3169,9
3170,2
3171,0
3172,3
3173,2
3174,0
3175,1
3176,4
3177,6
3178,1
3179,1
3180,8
3181,9
3182,3
3183,0
3184,7
3185,2
3186,6
3187,9
3188,6
3189,1
3190,9
3191,3
3192,8
3193,7
3194,3
3195,7
3196,1
3197,1
3198,0
3199,3
3200,6
3201,7
3202,8
3203,4
3204,7
3205,7
3206,2
3207,2
3208,7
3209,1
3210,0
3211,1
3212,7
3213,4
3214,2
3215,1
3216,7
3217,4
3218,4
3219,0
3220,7
3221,9
3222,2
3223,0
3224,6
3225,2
3226,1
3227,4
3228,1
3229,7
3230,7
3231,2
3232,8
3233,0
3234,3
3235,6
3236,9
3237,6
3238,1
3239,9
3240,2
3241,3
3242,1
3243,0
3244,9
3245,1
3246,2
3247,6
3248,4
3249,8
3250,0
3251,8
3252,8
3253,3
3254,2
3255,1
3256,6
3257,4
3258,0
3259,2
3260,7
3261,1
3262,2
3263,3
3264,9
3265,3
3266,6
3267,3
3268,0
3269,0
3270,8
3271,6
3272,7
3273,1
3274,8
3275,6
3276,8
3277,8
3278,4
3279,9
3280,4
3281,2
3282,4
3283,6
3284,0
3285,3
3286,0
3287,1
3288,3
3289,3
3290,2
3291,3
3292,4
3293,3
3294,7
3295,3
3296,7
3297,4
3298,7
3299,4
3300,9
3301,6
3302,7
3303,3
3304,6
3305,8
3306,7
3307,2
3308,9
3309,4
3310,4
3311,4
3312,4
3313,9
3314,7
3315,0
3316,7
3317,1
3318,9
3319,2
3320,6
3321,7
3322,0
3323,7
3324,8
3325,0
3326,8
3327,1
3328,7
3329,0
3330,9
3331,3
3332,9
3333,6
3334,4
3335,7
3336,3
3337,8
3338,9
3339,0
3340,6
3341,6
3342,6
3343,3
3344,8
3345,7
3346,9
3347,8
3348,8
3349,4
3350,3
3351,9
3352,3
3353,7
3354,8
3355,0
3356,3
3357,3
3358,1
3359,8
3360,3
3361,7
3362,0
3363,9
3364,1
3365,3
3366,1
3367,8
3368,1
3369,9
3370,6
3371,4
3372,3
3373,2
3374,8
3375,2
3376,7
3377,7
3378,8
3379,6
3380,4
3381,1
3382,0
3383,9
3384,4
3385,3
3386,6
3387,9
3388,9
3389,0
3390,2
3391,0
3392,9
3393,7
3394,6
3395,2
3396,6
3397,8
3398,1
3399,8
3400,8
3401,6
3402,6
3403,0
3404,7
3405,1
3406,6
3407,8
3408,2
3409,9
3410,8
3411,6
3412,7
3413,6
3414,7
3415,0
3416,7
3417,6
3418,3
3419,9
3420,8
3421,4
3422,8
3423,2
3424,0
3425,1
3426,7
3427,8
3428,9
3429,1
3430,7
3431,4
3432,0
3433,6
3434,2
3435,0
3436,4
3437,8
3438,6
3439,6
3440,9
3441,4
3442,1
3443,2
3444,6
3445,7
3446,8
3447,3
3448,4
3449,7
3450,7
3451,3
3452,9
3453,0
3454,3
3455,2
3456,8
3457,8
3458,8
3459,9
3460,2
3461,6
3462,6
3463,1
3464,9
3465,1
3466,1
3467,8
3468,3
3469,1
3470,2
3471,2
3472,9
3473,7
3474,9
3475,1
3476,9
3477,8
3478,7
3479,4
3480,6
3481,1
3482,9
3483,8
3484,6
3485,1
3486,9
3487,1
3488,9
3489,8
3490,1
3491,8
3492,9
3493,6
3494,8
3495,1
3496,1
3497,4
3498,1
3499,2
3500,0
3501,1
3502,2
3503,9
3504,8
3505,1
3506,2
3507,0
3508,8
3509,2
3510,4
3511,6
3512,7
3513,4
3514,4
3515,9
3516,3
3517,4
3518,6
3519,6
3520,7
3521,1
3522,2
3523,8
3524,0
3525,3
3526,4
3527,4
3528,4
3529,7
3530,7
3531,9
3532,7
3533,0
3534,9
3535,8
3536,4
3537,3
3538,3
3539,2
3540,3
3541,9
3542,6
3543,8
3544,4
3545,4
3546,6
3547,9
3548,3
3549,9
3550,6
3551,9
3552,1
3553,3
3554,1
3555,3
3556,0
3557,2
3558,9
3559,2
3560,6
3561,7
3562,0
3563,9
3564,2
3565,0
3566,3
3567,1
3568,4
3569,4
3570,8
3571,6
3572,4
3573,0
3574,1
3575,9
3576,8
3577,3
3578,0
3579,2
3580,1
3581,1
3582,1
3583,7
3584,6
3585,6
3586,7
3587,9
3588,1
3589,7
3590,1
3591,8
3592,3
3593,9
3594,6
3595,3
3596,4
3597,6
3598,4
3599,4
3600,0
3601,9
3602,2
3603,0
3604,7
3605,1
3606,4
3607,2
3608,3
3609,6
3610,6
3611,8
3612,7
3613,3
3614,4
3615,0
3616,1
3617,7
3618,1
3619,6
3620,4
3621,8
3622,9
3623,3
3624,0
3625,3
3626,6
3627,0
3628,7
3629,6
3630,0
3631,7
3632,6
3633,0
3634,0
3635,4
3636,2
3637,3
3638,6
3639,9
3640,3
3641,4
3642,1
3643,9
3644,9
3645,8
3646,0
3647,9
3648,4
3649,8
3650,2
3651,6
3652,3
3653,0
3654,1
3655,3
3656,9
3657,4
3658,9
3659,8
3660,6
3661,6
3662,8
3663,2
3664,2
3665,1
3666,8
3667,2
3668,0
3669,0
3670,1
3671,0
3672,0
3673,2
3674,9
3675,6
3676,7
3677,1
3678,2
3679,9
3680,6
3681,6
3682,6
3683,4
3684,2
3685,8
3686,8
3687,7
3688,1
3689,8
3690,0
3691,9
3692,0
3693,2
3694,3
3695,1
3696,7
3697,3
3698,9
3699,2
3700,3
3701,7
3702,6
3703,9
3704,4
3705,9
3706,9
3707,1
3708,0
3709,6
3710,6
3711,2
3712,7
3713,6
3714,4
3715,3
3716,0
3717,1
3718,3
3719,3
3720,3
3721,4
3722,6
3723,0
3724,1
3725,6
3726,6
3727,1
3728,0
3729,2
3730,8
3731,1
3732,0
3733,4
3734,6
3735,1
3736,1
3737,1
3738,6
3739,1
3740,1
3741,1
3742,8
3743,4
3744,7
3745,7
3746,7
3747,6
3748,0
3749,2
3750,0
3751,6
3752,7
3753,3
3754,0
3755,6
3756,6
3757,8
3758,1
3759,4
3760,1
3761,1
3762,7
3763,8
3764,1
3765,0
3766,7
3767,7
3768,1
3769,3
3770,2
3771,2
3772,4
3773,6
3774,2
3775,4
3776,7
3777,7
3778,8
3779,8
3780,4
3781,7
3782,0
3783,3
3784,0
3785,9
3786,3
3787,2
3788,7
3789,7
3790,8
3791,0
3792,0
3793,2
3794,9
3795,1
3796,6
3797,0
3798,2
3799,8
3800,1
3801,8
3802,3
3803,0
3804,9
3805,4
3806,6
3807,1
3808,9
3809,6
3810,9
3811,6
3812,4
3813,1
3814,0
3815,9
3816,9
3817,8
3818,4
3819,4
3820,3
3821,7
3822,1
3823,8
3824,1
3825,1
3826,1
3827,1
3828,7
3829,1
3830,2
3831,9
3832,2
3833,9
3834,3
3835,0
3836,8
3837,1
3838,4
3839,7
3840,8
3841,8
3842,9
3843,6
3844,1
3845,9
3846,8
3847,8
3848,7
3849,6
3850,6
3851,9
3852,3
3853,7
3854,8
3855,3
3856,2
3857,4
3858,0
3859,0
3860,7
3861,6
3862,7
3863,3
3864,7
3865,7
3866,4
3867,1
3868,0
3869,0
3870,0
3871,2
3872,3
3873,3
3874,1
3875,0
3876,1
3877,2
3878,4
3879,7
3880,4
3881,8
3882,3
3883,4
3884,9
3885,6
3886,6
3887,3
3888,2
3889,6
3890,4
3891,8
3892,3
3893,2
3894,0
3895,2
3896,6
3897,3
3898,4
3899,1
3900,1
3901,6
3902,2
3903,0
3904,2
3905,0
3906,4
3907,6
3908,7
3909,6
3910,3
3911,4
3912,4
3913,9
3914,6
3915,7
3916,8
3917,4
3918,2
3919,6
3920,0
3921,8
3922,0
3923,3
3924,2
3925,4
3926,3
3927,1
3928,7
3929,1
3930,6
3931,8
3932,8
3933,3
3934,8
3935,4
3936,0
3937,6
3938,6
3939,6
3940,6
3941,4
3942,2
3943,3
3944,3
3945,8
3946,4
3947,1
3948,0
3949,1
3950,2
3951,0
3952,4
3953,6
3954,9
3955,2
3956,7
3957,9
3958,1
3959,1
3960,6
3961,7
3962,4
3963,1
3964,8
3965,0
3966,0
3967,9
3968,4
3969,6
3970,2
3971,8
3972,9
3973,9
3974,8
3975,3
3976,8
3977,1
3978,4
3979,0
3980,8
3981,6
3982,2
3983,7
3984,0
3985,0
3986,0
3987,9
3988,1
3989,6
3990,8
3991,4
3992,6
3993,8
3994,0
3995,2
3996,6
3997,3
3998,4
3999,9
4000,8
4001,6
4002,7
4003,6
4004,8
4005,8
4006,7
4007,1
4008,6
4009,6
4010,8
4011,8
4012,1
4013,2
4014,2
4015,2
4016,0
4017,8
4018,3
4019,7
4020,2
4021,4
4022,0
4023,1
4024,2
4025,0
4026,1
4027,9
4028,1
4029,6
4030,7
4031,2
4032,8
4033,7
4034,2
4035,8
4036,9
4037,3
4038,3
4039,9
4040,1
4041,0
4042,7
4043,8
4044,9
4045,3
4046,8
4047,8
4048,6
4049,1
4050,0
4051,4
4052,9
4053,1
4054,6
4055,4
4056,3
4057,0
4058,0
4059,3
4060,7
4061,0
4062,8
4063,2
4064,4
4065,3
4066,9
4067,1
4068,1
4069,6
4070,2
4071,6
4072,9
4073,2
4074,2
4075,1
4076,4
4077,1
4078,7
4079,6
4080,3
4081,1
4082,4
4083,2
4084,0
4085,9
4086,1
4087,7
4088,6
4089,8
4090,0
4091,8
4092,0
4093,0
4094,9
4095,1
4096,3
4097,9
4098,7
4099,0
4100,3
4101,3
4102,4
4103,2
4104,1
4105,3
4106,6
4107,6
4108,4
4109,7
4110,2
4111,9
4112,0
4113,9
4114,7
4115,7
4116,0
4117,0
4118,8
4119,4
4120,9
4121,3
4122,4
4123,8
4124,3
4125,0
4126,8
4127,3
4128,0
4129,7
4130,1
4131,3
4132,9
4133,6
4134,9
4135,9
4136,2
4137,6
4138,0
4139,7
4140,4
4141,6
4142,0
4143,9
4144,2
4145,3
4146,9
4147,6
4148,1
4149,6
4150,7
4151,1
4152,1
4153,1
4154,6
4155,1
4156,6
4157,7
4158,0
4159,0
4160,8
4161,1
4162,1
4163,1
4164,0
4165,3
4166,9
4167,3
4168,1
4169,0
4170,3
4171,0
4172,0
4173,9
4174,9
4175,6
4176,3
4177,0
4178,2
4179,3
4180,7
4181,9
4182,0
4183,0
4184,4
4185,9
4186,9
4187,9
4188,8
4189,4
4190,3
4191,0
4192,3
4193,4
4194,0
4195,6
4196,6
4197,7
4198,8
4199,7
4200,2
4201,8
4202,9
4203,8
4204,0
4205,3
4206,0
4207,4
4208,2
4209,7
4210,3
4211,3
4212,6
4213,6
4214,7
4215,8
4216,3
4217,3
4218,9
4219,0
4220,1
4221,8
4222,0
4223,7
4224,4
4225,7
4226,1
4227,2
4228,2
4229,8
4230,2
4231,3
4232,1
4233,1
4234,0
4235,1
4236,8
4237,3
4238,7
4239,4
4240,4
4241,1
4242,4
4243,6
4244,0
4245,2
4246,4
4247,3
4248,1
4249,1
4250,7
4251,4
4252,8
4253,4
4254,0
4255,0
4256,1
4257,0
4258,4
4259,3
4260,8
4261,3
4262,3
4263,6
4264,0
4265,9
4266,0
4267,9
4268,7
4269,0
4270,0
4271,1
4272,2
4273,6
4274,0
4275,3
4276,1
4277,1
4278,4
4279,2
4280,7
4281,6
4282,2
4283,1
4284,2
4285,8
4286,7
4287,4
4288,8
4289,2
4290,2
4291,9
4292,7
4293,6
4294,7
4295,6
4296,7
4297,4
4298,7
4299,2
4300,9
4301,9
4302,7
4303,0
4304,3
4305,6
4306,9
4307,0
4308,0
4309,0
4310,8
4311,3
4312,0
4313,1
4314,8
4315,1
4316,2
4317,8
4318,8
4319,4
4320,8
4321,1
4322,0
4323,3
4324,6
4325,2
4326,0
4327,8
4328,2
4329,6
4330,2
4331,2
4332,0
4333,8
4334,0
4335,8
4336,3
4337,1
4338,1
4339,2
4340,0
4341,0
4342,6
4343,0
4344,3
4345,3
4346,0
4347,4
4348,4
4349,8
4350,2
4351,9
4352,6
4353,9
4354,7
4355,9
4356,0
4357,1
4358,1
4359,6
4360,3
4361,1
4362,3
4363,8
4364,7
4365,1
4366,0
4367,3
4368,3
4369,7
4370,2
4371,2
4372,6
4373,3
4374,3
4375,9
4376,8
4377,9
4378,6
4379,8
4380,8
4381,4
4382,9
4383,4
4384,1
4385,0
4386,6
4387,1
4388,0
4389,8
4390,1
4391,9
4392,6
4393,4
4394,2
4395,6
4396,3
4397,7
4398,2
4399,0
4400,7
4401,7
4402,9
4403,9
4404,4
4405,7
4406,7
4407,7
4408,4
4409,9
4410,6
4411,0
4412,3
4413,4
4414,9
4415,4
4416,6
4417,1
4418,1
4419,4
4420,4
4421,3
4422,6
4423,7
4424,8
4425,3
4426,8
4427,9
4428,3
4429,9
4430,7
4431,3
4432,1
4433,8
4434,7
4435,3
4436,7
4437,8
4438,6
4439,0
4440,1
4441,9
4442,1
4443,2
4444,0
4445,2
4446,0
4447,9
4448,0
4449,9
4450,6
4451,2
4452,9
4453,7
4454,4
4455,4
4456,4
4457,0
4458,3
4459,6
4460,8
4461,8
4462,6
4463,0
4464,0
4465,3
4466,3
4467,6
4468,3
4469,7
4470,2
4471,6
4472,7
4473,8
4474,9
4475,6
4476,0
4477,7
4478,8
4479,6
4480,0
4481,3
4482,0
4483,8
4484,2
4485,7
4486,8
4487,6
4488,6
4489,1
4490,3
4491,9
4492,3
4493,8
4494,4
4495,8
4496,4
4497,0
4498,1
4499,3
4500,8
4501,8
4502,1
4503,2
4504,8
4505,4
4506,7
4507,9
4508,1
4509,3
4510,7
4511,4
4512,1
4513,4
4514,0
4515,8
4516,2
4517,6
4518,8
4519,6
4520,9
4521,6
4522,1
4523,0
4524,8
4525,7
4526,4
4527,7
4528,9
4529,4
4530,1
4531,3
4532,1
4533,4
4534,7
4535,7
4536,1
4537,3
4538,7
4539,0
4540,4
4541,4
4542,8
4543,3
4544,2
4545,3
4546,7
4547,9
4548,0
4549,8
4550,3
4551,1
4552,0
4553,9
4554,6
4555,3
4556,2
4557,7
4558,1
4559,0
4560,2
4561,8
4562,0
4563,0
